Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
Gabriel Iglesias,3,788678.9,9789,82.62
KALEO,4,785879.11,14475,53.42
Sturgill Simpson,2,782518.5,9926,78.84
Sabor Es Polanco,1,782334.81,8808,88.82
"""Lucca Summer Festival"", Rod Stewart",1,776309.59,7786,99.71
"""Cowboy Bebop Live""",33,775311.63,18096,43.99
The World of Hans Zimmer,1,773442.29,8580,90.14
Leon Larregui,1,773406.25,15757,49.08
Fantasia,2,770561.0,5800,132.85
"Lionel Richie, Earth, Wind &amp; Fire",1,769341.5,8686,88.57
Tim Robinson,3,769253.0,11023,69.29
The Blaze,1,769039.06,13331,57.69
"""Mavis Staples 85th: All-Star Birthday Concert""",1,767545.5,5505,139.43
Charlie Wilson,2,765153.18,10085,84.86
Orville Peck,5,763248.65,15469,48.32
Mike Birbiglia,2,756125.0,12226,66.47
Heart,1,755472.2,8181,92.34
"Yuri, Cristian Castro",1,753939.2,8181,92.16
OneRepublic,2,753237.87,12787,69.45
Erykah Badu,2,752965.0,4997,150.92
The Smile,2,752552.5,11381,66.99
Donny Osmond,4,747999.65,9288,79.84
RADWIMPS,2,746852.59,7476,96.44
"""The Great Western Festival""",1,744116.0,11015,67.55
Within Temptation,3,740845.3,13438,54.65
"Death Cab For Cutie, The Postal Service",1,736851.13,12230,60.25
"""Biggest Disco""",1,734982.36,13000,56.54
Pat Benatar &amp; Neil Giraldo,4,734915.86,11469,71.59
Nate Bargatze,1,725788.25,10405,69.75
The Toast,2,723974.88,10906,66.4
Brian Regan,8,715971.5,11480,60.4
Los Bunkers,1,707601.39,17958,39.4
"""The Away From Home Festival""",1,706049.29,8917,79.18
"""Netflix Is A Joke"", Shane Gillis",1,705239.5,12461,56.6
Squeeze,5,704884.82,9256,74.47
Masego,4,703887.71,15412,43.98
Kevin James,6,700152.5,8745,84.98
"""Cancelled Podcast: Cross Country with Tana Mongeau &amp; Brooke Schofield""",7,700089.18,13334,52.52
Trueno,5,697534.51,19943,35.89
"""Trinity College Ball""",1,697403.61,7153,97.5
Yandel,3,695647.99,14399,47.89
"""Reggae On The Rocks""",1,691478.42,7721,89.56
Iliza Shlesinger,4,689676.48,10316,65.03
Kurtis Conner,6,689646.06,11230,62.46
Alec Benjamin,6,688044.55,15742,43.04
Heilung,1,686129.0,9102,75.38
Idina Menzel,3,683028.78,7386,91.54
hololive English 2nd Concert - Breaking Dimensions,2,681315.0,5820,117.06
Joe Russo's Almost Dead,3,678195.0,11334,61.39
"""Punchestown Music Festival""",2,675648.83,10546,63.27
The Snuts,4,674577.55,14410,37.31
King Gizzard and the Lizard Wizard,2,674477.07,9785,60.21
The Hives,3,673975.07,16258,44.49
Zedd,1,671277.5,9272,72.4
Tesla,4,664585.0,9169,71.12
Manuel Medrano,3,661816.98,15292,47.79
Joshua Bassett,5,657772.21,12537,52.52
Lawrence,5,656798.41,14863,37.09
Lauren Daigle,2,653467.15,10520,62.28
Charles Ans,2,650366.09,16339,40.0
Loreena McKennitt,3,650291.17,7997,81.55
"""Totally Tubular Festival""",3,648759.5,11361,58.83
Carlos Ballarta,4,647312.77,17172,40.1
Nothing But Thieves,7,644069.69,15993,39.83
Robert Plant and Alison Krauss,1,643189.5,6964,92.36
Wanda Sykes,3,639202.4,9453,68.91
Turnstile,8,638353.83,14814,41.64
311,5,635449.87,14977,49.5
Laura Pausini,1,634574.71,8569,74.05
Suki Waterhouse,6,631461.63,15164,39.25
Maren Morris,4,631395.0,13854,44.32
Ice Spice,4,629207.34,10020,62.64
El Malilla,10,627062.81,19455,31.88
Paloma Faith,3,625571.25,9631,65.28
Franglish,1,622201.26,15206,40.92
ATARASHII GAKKO!,2,621883.33,15959,38.97
Blackberry Smoke,5,616551.55,11532,51.9
"""XMAS Vybe""",1,614437.04,12792,48.03
"""Party 101""",5,613214.01,13492,40.66
"Social Distortion, Bad Religion",3,611707.0,10223,60.1
Zara Larsson,3,609087.46,12520,44.84
Paquita La Del Barrio,2,607153.5,5910,101.24
Taking Back Sunday,4,606593.0,11468,52.01
"David Spade, Nikki Glaser",2,606124.86,6967,87.0
"Cavetown, Mother Mother",3,606093.75,11149,52.96
"""Keinemusik Showcase""",1,604529.11,7387,81.84
Melissa Etheridge,2,604230.75,11512,54.76
Pete Tong Ibiza Classics,2,598421.13,8938,66.58
Allman Betts Family Revival,5,592680.49,8067,72.24
Jimmy Eat World,2,591566.49,12582,46.25
Bill Bailey,2,588634.61,9030,65.48
Jamey Johnson,5,587045.1,12033,47.64
"""Rewind Dublin""",1,583060.39,9210,63.31
The Saw Doctors,3,577057.09,11299,47.98
"""Netflix Is A Joke"", Tom Segura",1,576549.04,9220,62.53
"""Freestyle Explosion""",2,575991.9,8450,65.34
Interpol,3,575485.1,10687,52.54
Blxst,4,574611.07,11028,47.05
My Morning Jacket,2,572515.0,8147,70.04
Marisela,1,571916.25,4967,115.14
Elevation Worship,2,571549.79,10969,52.86
Dani Flow,3,571280.3,14633,38.88
Daily Bread,1,566802.2,9337,60.7
No Te Va Gustar,7,566428.18,14553,41.59
Armin Van Buuren,1,562420.15,8673,64.85
Lorna Shore,4,556308.7,14537,38.6
Amy Shark,2,554460.75,8475,65.26
DLD,1,552210.72,15404,35.85
"""All Elite Wrestling""",3,548934.81,10138,54.79
"""Tecate Sonoro""",1,547166.93,8312,65.83
Straight No Chaser,7,546838.0,8091,67.69
Ocean Colour Scene,1,546292.37,7818,69.88
"""RuPaul's Drag Race""",3,543927.48,6850,82.25
Frankie Boyle,7,543127.09,15115,36.11
Bassem Youssef,4,542753.11,9267,57.78
Kingfishr,11,542012.06,17482,29.77
División Minúscula,3,539386.35,12040,44.76
Quevedo,1,538594.88,7873,68.41
"""31 Minutos""",4,535807.56,12302,43.83
Kountry Wayne,6,534643.53,11603,46.46
Bert Kreischer,1,533748.5,4753,112.3
BABYMETAL,2,533353.5,8454,63.76
King Diamond,3,533086.38,7889,67.9
Love of Lesbian,2,532585.48,11754,60.26
Tim Dillon,7,530778.17,9508,56.04
"La Santa Grifa, Dharius",9,529992.5,12827,41.14
Nick Carter,6,529899.04,6494,72.92
Nikos Vertis,1,527340.0,3007,175.37
Nanpa Básico,3,525768.5,11557,43.84
Whee in,5,525646.24,6815,80.43
Pretty Lights,1,525503.0,11245,46.73
"Howard Jones, ABC",3,525461.83,6614,85.29
Suede,1,523257.61,6571,79.63
Matute,2,521201.31,5655,95.84
Belters Only,1,518667.5,8085,64.15
Randy Rainbow,6,518423.35,9482,55.29
Dr. Dog,1,517193.5,10237,50.52
Tito Double P,1,516370.0,5829,88.59
Dylan John Thomas,3,515964.54,12582,27.52
BLK,1,515597.58,10717,48.11
Marcus King,8,513353.76,12344,41.48
Loyle Carner,2,512800.57,9000,56.74
Jungle,2,512747.14,10018,53.78
Ilana Glazer,4,512234.0,9365,55.59
Sublime With Rome,2,512176.0,9478,54.31
Niko Moon,15,510520.0,21464,24.08
Stephen Sanchez,2,510294.84,8432,56.46
Emilia,6,508706.63,10777,47.79
Elsa Y Elmar,3,508150.49,17692,31.91
Emmanuel,2,507606.1,5699,91.07
Leo Dan,1,503989.2,4869,103.51
Justice,2,503938.43,7557,65.62
Marianas Trench,8,502970.06,11907,42.53
"""WRIF Riff Fest""",1,502389.32,11677,43.02
Paulo Londra,2,502209.99,8963,53.48
Ben Schwartz,4,502093.06,9481,54.18
Frankie Valli and the Four Seasons,2,500205.0,5223,98.37
PinkPantheress,3,500141.97,12464,36.91
The Courteeners,1,500002.52,8346,59.91
Nile Rodgers &amp; CHIC,1,499108.35,7000,71.3
Yung Gravy,6,497271.31,10456,45.46
Dave Chappelle,1,497215.0,2691,184.77
Electric Callboy ,3,495174.32,10775,46.49
Daniela Spalla,3,493587.69,12758,35.62
MANIA - The ABBA Tribute	,14,492729.55,10233,48.53
New Order,1,490327.37,6312,77.68
Hippie Sabotage,1,486084.0,8624,56.36
Chris Tucker,2,482267.0,6791,69.71
Royal Blood,3,482008.25,8865,50.39
Billy Gillies,2,481525.54,10228,47.08
Mike Epps,1,481285.0,5497,87.55
REO Speedwagon,3,478734.2,4625,103.54
Hayat Project,1,478675.0,5320,89.98
Brett Young,5,477948.51,11731,41.16
Marlon Wayans,1,475265.0,2900,163.88
Dreamcatcher,1,473676.55,3027,156.48
"""Live Out""",1,469499.75,7076,66.35
Get The Led Out,5,468705.12,12323,38.22
Chicago,3,467900.0,5105,94.05
Cody Jinks,3,467795.86,8857,55.01
"""Highways Festival""",1,467115.36,5570,83.86
"""Mix 104.1 Deck The Hall Ball""",1,466823.5,5953,78.42
Jimmy Carr,15,466119.51,11216,42.0
Bill Maher,2,464887.5,4494,103.04
Rea Garvey,1,464092.92,6746,68.8
"""S.E.R.P.E.N.T. Festival"", Slash",3,463049.0,7681,58.55
Omar Apollo,3,462157.85,8835,49.85
The Gaslight Anthem,6,462040.05,10556,47.44
Pedro Fernández,1,461029.0,4778,96.49
Norah Jones,1,457242.0,5882,77.74
Black Stone Cherry,2,454560.44,8091,56.08
The Last Dinner Party,7,453401.24,11615,41.59
Anitta,5,452919.16,9592,44.67
"""A Benefit for Jesse Malin"", Jesse Malin",1,452237.6,5192,87.1
Nicki Nicole,1,449072.08,8223,54.61
Anthony Jeselnik,4,448789.2,7818,57.85
"""Beethoven's Birthday Celebration""",1,447402.58,9370,47.75
Rawayana,2,446599.87,13271,35.08
Ben Böhmer,1,444235.03,10061,44.15
ZHU,4,440266.29,10614,41.6
Billy Currington,2,439900.0,9624,48.34
Busted,1,434779.44,6800,63.94
Disclosure,1,431722.53,7980,54.1
"""Life Is A Carnival - Last Waltz Tour""",3,431633.18,4128,102.14
CMAT,1,430920.84,8000,53.87
Black Jacket Symphony,14,427356.0,11553,37.04
PJ Morton,7,427355.5,7173,61.22
Caloncho,1,427313.65,9979,42.82
"""Vaselina Timbiriche""",1,427201.0,4002,106.75
Alicia Villarreal,4,425969.51,5410,72.49
Brooke Fraser,1,425359.24,9383,45.33
Tinashe,4,424980.5,10475,38.96
St. Vincent,2,424524.26,7293,55.42
Culture Club,1,424509.05,5415,78.4
Jason Isbell &amp; The 400 Unit,2,422583.61,5824,72.23
Cory Wong,8,422569.34,10326,41.7
The Stranglers,4,420448.32,7818,57.3
Placebo,2,418706.01,5019,80.68
Greensky Bluegrass,7,418396.04,11841,35.92
"""Bored Teachers Comedy Tour""",5,418186.44,9050,46.15
The Fab Four - The Ultimate Tribute,10,417971.5,8097,52.06
Dayglow,10,417469.19,13472,32.2
Brothers Osborne,3,416736.0,8750,50.1
Alesso,1,416634.0,6541,63.7
"""Dancing With The Stars Live""",2,414817.0,5646,73.17
Okean Elzy,2,414169.5,4401,80.13
"""Glory Dayz""",1,413818.44,6227,66.46
"""Tecate Supremo""",1,407656.95,6313,64.57
Lamb of God,2,406443.51,8397,49.52
"In This Moment, Ice Nine Kills",2,405267.5,7189,56.52
Amble,12,405043.53,13943,26.53
Bob Dylan,1,402665.0,4170,96.56
Till Lindemann,2,402376.0,5809,71.54
Daniel Caesar,2,399780.09,7790,51.02
The Piano Guys,3,399173.21,6717,59.76
Biffy Clyro,1,398947.4,5612,71.09
The Libertines,4,396351.7,7759,49.36
The Jesus and Mary Chain,3,393420.99,7007,53.06
Declan McKenna,4,391089.16,9699,39.86
"""Netflix Is A Joke"", Chelsea Handler",1,390406.1,4281,91.2
Jennifer Hudson,2,389906.93,4764,83.2
JP Saxe,22,389285.18,14948,26.62
Yacht Rock Revue,3,384025.0,8632,46.17
Bruce Dickinson,2,382635.5,5336,66.46
JPEGMafia,6,381289.37,10712,35.13
Tye Tribbett,4,380326.36,6501,56.46
Corey Holcomb,3,377296.9,7189,51.34
"""Netflix Is A Joke"", Brett Goldstein",1,377269.0,3763,100.26
"Primus, Coheed and Cambria",2,375624.0,7683,50.0
Elbow,1,375133.63,4999,75.04
Roger Daltrey,2,374655.0,9049,53.18
Pete Davidson,4,373823.0,6283,59.34
The Pogues,1,368185.06,6086,60.5
Anthony Hamilton,1,367873.0,2900,126.85
Professor Brian Cox,8,367037.07,6673,54.73
Neck Deep,1,366685.34,8034,45.64
Chief Keef,2,366115.0,6698,55.1
Nathy Peluso,1,365784.76,6182,59.17
Oliver Anthony,2,365775.0,10153,36.05
"""The Last Dance Festival""",1,365137.77,5818,62.76
KevOnStage,5,364275.92,6507,56.18
Craig David,2,364004.23,6585,52.52
Lauv,1,359270.55,5919,60.7
Fisherman's Friends,1,357748.69,786,455.15
Jess Glynne,1,356443.31,6210,57.4
Nikki Glaser,5,356184.3,6124,58.8
Bakar,1,354307.69,7968,44.47
Bloc Party,2,353727.51,6250,56.42
Ludacris,2,352339.0,3013,121.43
Bombay Bicycle Club,5,352157.15,8338,41.94
Pretenders,2,352053.93,4334,81.03
JLS,1,351626.3,5946,59.14
"Train, REO Speedwagon",1,351146.0,5778,60.77
Celeste Barber,4,349886.18,5731,60.9
Killer Queen Feat. Patrick Myers,5,348375.47,10168,36.28
Mocedades,3,346434.99,9601,36.56
Grand Corps Malade,1,346372.95,7083,48.9
Cold War Kids,8,345917.5,10521,33.24
Julieta Venegas,1,345830.0,5601,61.74
Paty Cantu,1,345592.63,9368,36.89
"Daryl Hall, Elvis Costello &amp; The Imposters",1,344928.0,5161,66.83
Beartooth,2,344915.09,7166,45.63
Empire Of The Sun,1,343908.35,8460,40.65
"Squeeze, Boy George",2,341696.25,3578,97.26
"Slightly Stoopid, Dirty Heads",1,341520.0,7374,46.31
Train,2,339739.82,6030,54.96
NSQK,1,339461.07,7985,42.51
Dweezil Zappa,5,339267.1,5356,63.48
Earthquake,2,338472.0,4544,73.74
Charlie Berens,4,337765.9,6318,53.1
La India Yuridia,1,337358.0,3338,101.07
"""The Reunion Tour"", Kirk Franklin",1,336899.0,4262,79.05
"""The Price Is Right - Live""",3,336330.5,6349,52.87
"Joe Satriani, Steve Vai",2,333003.0,4549,72.93
Los Meñiques De La Casa,2,332983.1,8621,38.64
Sarah Millican,9,332754.04,7556,44.47
"""Galway Summer Sessions"", The Wolfe Tones",1,332389.44,4999,66.49
The Compozers,1,331028.8,5783,57.24
The Dead South,3,330908.06,8009,40.21
Miranda!,3,330653.61,7709,45.78
BoyWithUke,8,328631.82,12770,25.57
Xavi,2,326540.43,5339,61.68
"""Galway Summer Sessions"", Fatboy Slim",1,326494.67,4999,65.31
Odisseo,1,325445.05,9457,34.41
Shed Seven,3,324962.54,6890,47.22
Dropkick Murphys,2,322887.0,6647,48.72
"Anthrax, Kreator, Testament",1,322530.92,3981,81.02
Paul Weller,1,322376.82,4999,64.49
Ben Howard,3,321310.29,6074,52.87
Manic Street Preachers,1,320788.74,4999,64.17
"""Dimension 20""",2,319560.53,5347,59.52
Home Free,6,317822.39,6536,48.72
Phil Rosenthal,3,317118.0,7103,44.0
Gabito Ballesteros,1,316984.87,6160,51.46
Gilberto Santa Rosa,1,316160.0,2786,113.48
Pancho Barraza,1,315436.21,3539,89.13
Gary Clark Jr.,1,313140.1,4352,71.95
Lizzy McAlpine,2,312702.0,6458,50.61
Joe Gatto,3,312243.15,5631,55.61
Soulwax,4,310809.27,7762,40.04
Enter Shikari,4,310548.36,8250,36.28
Jamie Webster,3,310532.65,7325,41.9
Blues Traveler,6,310272.63,8237,40.21
Trey Kennedy,5,309362.5,7426,42.72
Piso 21,3,308664.46,4851,53.11
Thievery Corporation,2,308637.0,6180,47.57
Gavin James,11,307984.82,6488,44.28
Tyler Hubbard,5,307243.93,9154,33.24
Stiff Little Fingers,2,305911.95,5785,47.64
"""Reggae Fest Blaze""",2,305870.0,6303,48.02
Carlos Sadness,1,305573.05,8162,37.44
La Gusana Ciega,1,303227.39,9003,33.68
Briston Maroney,8,303057.5,11508,26.63
Waxahatchee,3,302748.55,6376,46.03
"Liam Gallagher, John Squire",2,302638.81,3457,88.03
Shane Gillis,1,302257.0,5686,53.16
Richard Hawley,4,301015.39,6697,45.0
Jamie xx,1,300686.29,6462,46.53
Oliver Tree,2,297847.68,5809,51.32
Jodeci,1,296840.0,2808,105.71
The Mary Wallopers,1,294745.02,7950,37.07
Villagers,3,292858.67,6310,40.32
Magdalena Bay,4,291774.5,3698,76.02
Clannad,1,289442.58,2641,109.6
"Nikki Glaser, David Spade",1,289031.92,3353,86.2
The Try Guys,5,287417.0,5186,56.62
Dane Cook,4,287354.45,6574,45.24
"Dirty Heads, Slightly Stoopid",1,287138.5,4810,59.7
Pablo Alborán,1,285870.8,2523,113.31
Dr. Neil deGrasse Tyson,1,281691.0,3552,79.3
The Roots,2,281637.42,5786,48.96
Lucki,3,281635.7,8259,34.04
Tornillo,9,281052.75,7598,37.24
Jann Arden,2,280658.77,4900,57.22
Jon Batiste ,2,279874.5,4633,60.57
Mike DelGuidice,6,279451.74,8138,34.25
Mo Gilligan,3,278266.85,8412,31.34
Daniel Sloss,4,276881.73,5708,49.41
Stephanie Mills,1,276666.0,2900,95.4
Chromeo,3,275529.13,8258,33.52
The Avett Brothers,1,275454.0,3958,69.59
Ski Mask The Slump God,5,274777.24,7467,37.22
Isaiah Rashad,2,274022.0,5735,46.7
Band Of Horses,3,273659.15,4356,61.35
Jane's Addiction,1,273478.84,4278,63.93
The Waterboys,1,271582.28,5045,53.83
Let's Sing Taylor - A Live Band Experience,5,271557.3,7341,36.99
Rudimental,1,270589.92,4913,55.08
Hombre,1,269997.0,2904,92.97
Zeds Dead,2,269598.0,4903,48.79
Stavros Halkias,1,269580.0,4684,57.55
Jake Bugg,6,268893.9,7609,36.33
Diversity,2,266275.84,4759,61.36
Lyra,14,265602.34,9002,30.15
Blue October,4,265597.4,5344,49.72
Andrew Bird,3,265452.65,5306,47.74
"""Galway Summer Sessions"", The Coronas",1,265059.08,3955,67.02
Warren Haynes Band,4,264777.73,4032,65.97
"""Festival Bravo""",1,264752.2,3580,73.95
Quinn XCII,3,264388.83,5339,50.23
Gov't Mule,1,264138.02,3408,77.51
"""Giggly Squad""",2,263894.0,5184,49.3
André 3000,2,263822.5,6078,54.82
"""Mother Of All The Behans""",8,263748.9,5100,51.88
Raf-Saperra,6,263406.2,6337,40.78
The O'Jays,1,262729.0,2900,90.6
The Commodores,2,262226.0,3117,89.52
Roosevelt,1,261066.26,4723,55.28
Insite,2,257266.01,4394,50.83
La Adictiva,1,256896.0,3043,84.42
Peter Hook &amp; The Light,4,254273.61,6355,42.91
"Dropkick Murphys, Pennywise",1,254038.25,4649,54.64
Vintage Culture,1,253618.5,4903,51.73
Róisín Murphy,2,253490.72,4846,50.35
Douglas Murray,2,253391.2,3883,62.34
"Damian ""Jr. Gong"" Marley, Stephen Marley",2,252846.0,5285,48.06
"Matt Fraser ""Psychic Medium""",4,252456.33,3997,63.31
Jim Breuer,4,252263.61,4219,59.73
"""Avatar: The Last Airbender In Concert""",3,252125.72,4155,60.08
"""La Haine""",2,251387.86,7450,33.66
Todd Rundgren,3,250408.5,3950,63.72
Knocked Loose,2,250296.0,5119,50.17
"Nathaniel Rateliff &amp; The Night Sweats, My Morning Jacket",1,249832.33,3636,68.71
Fangoria,2,248413.08,6144,40.44
"""Countdown Concert""",2,248084.7,7545,30.26
Underworld,1,247818.44,4925,50.32
Industria Del Amor,1,247799.0,2338,105.99
Connor Price,7,247544.5,9459,26.38
Jason Bonham’s Led Zeppelin Evening,3,247290.16,3793,64.0
"""Sad Summer Festival""",1,246585.0,3469,71.08
Anthony Rodia,3,245391.5,3207,76.52
James Acaster,1,245235.0,5509,44.52
"Black Veil Brides, Creeper",1,245124.72,4335,56.55
Sepultura,2,244906.95,3466,70.68
Faithless,1,242717.73,4934,49.19
"""Concierto de Campeones""",1,242188.5,2229,108.65
Twin Atlantic,5,241843.92,6562,36.7
Richard Ashcroft,1,241573.35,3948,61.19
Digable Planets,6,241107.0,5231,43.44
Vulfpeck,1,240765.0,4586,52.5
Modest Mouse,2,240112.0,5219,46.1
Iron &amp; Wine,3,239736.8,4963,48.85
VV,1,239520.9,3367,71.14
Franz Ferdinand,5,238528.07,5429,41.3
"""Galway Summer Sessions"", James Arthur",1,237775.13,3563,66.73
The Story So Far,3,235747.75,6239,37.92
Keith Sweat,1,235161.0,2117,111.08
GIMS,1,235072.99,4490,52.35
Johnny Marr,3,233357.26,4455,52.77
"""Corona Sunsets""",2,233118.69,4621,30.4
"""Anjunabeats Outdoors""",1,232350.58,3190,72.84
"""Galway Summer Sessions"", Pixies",1,231102.37,3465,66.7
Dizzee Rascal,2,230345.36,4166,54.42
Willa White,9,229819.38,6041,38.4
Clutch,2,229460.8,5149,42.56
Coin,3,228684.4,5286,50.19
"""Ibis RockCorps""",1,228571.42,14048,16.27
Flogging Molly,3,226699.13,5000,46.08
"""Las Culturistas Culture Awards""",1,226538.0,3008,75.31
Air Supply,1,226421.0,2900,78.08
RIIZE,1,225959.54,2303,98.12
"""Bad Friends Podcast""",1,225903.0,2219,101.8
Opeth,1,224826.5,2869,78.36
Rain - A Tribute To The Beatles,4,224812.97,6536,36.23
Drive-By Truckers,4,224351.11,4623,46.1
Tom Grennan,1,224233.6,4199,53.4
Extreme,3,224078.0,3938,58.82
"Halestorm, I Prevail",1,223946.0,4932,45.41
Goose (Europe),1,223878.12,5667,39.51
"""Galway Summer Sessions"", Madness",1,223847.57,3430,65.26
The Stray Cats,1,223116.5,3080,72.44
Jeff Arcuri,3,222771.87,4849,44.16
Chelsea Cutler,3,221719.0,6198,35.6
Charley Crockett,4,221563.47,5819,39.58
The View,4,221202.04,4950,44.68
"Mother Mother, Cavetown",1,220630.0,4659,47.36
Brit Floyd,3,220365.37,3933,56.54
Mägo De Oz,1,220082.25,2473,88.99
William Black,4,219897.5,5944,31.31
Bowling For Soup,4,219823.74,5512,40.44
"Melissa Etheridge, Jewel",1,219077.5,2454,89.27
Smokey Robinson,1,218952.0,1919,114.1
Men I Trust,2,217713.46,4471,48.5
Marca MP,1,217145.5,4264,50.93
Machine Girl,6,217051.45,6342,33.59
Tom Walker,3,217008.35,6936,35.3
"""Disney Junior Live""",3,216132.1,4706,46.99
HANABIE.,12,215729.83,8726,24.62
Sen Senra,1,215070.64,5073,42.4
Herbie Hancock,1,214908.0,2319,92.67
Miguel Mateos,2,212741.03,4698,44.6
"""Sea Sessions""",2,212675.77,2831,74.81
Macaulay Culkin,1,212552.5,2791,76.16
El Bogueto,1,212508.73,8274,25.68
Ibiza Orchestra,1,211356.75,3732,56.63
"The Psychedelic Furs, The Jesus and Mary Chain",1,210978.63,2453,86.01
Mariah The Scientist,2,210801.0,5425,39.06
Queen Extravaganza - Trib. to Queen,3,208511.24,4198,52.35
"""Mrs Brown's Boys""",4,208388.14,3845,54.2
Kathy Griffin,2,208325.73,3536,61.4
Charlotte De Witte,1,208262.82,4468,46.61
Pigeons Playing Ping Pong,2,208159.5,5209,39.53
The Sisters Of Mercy,1,206502.0,3345,61.73
WAR,1,206052.0,3246,63.48
Jarlath Regan,3,204965.59,6591,30.52
Lagos,4,203381.78,6595,34.93
Devo,1,202650.0,2180,92.96
Big Head Todd &amp; The Monsters,2,202300.81,3841,52.64
Los Tucanes De Tijuana,1,200302.57,2142,93.51
Calum Scott,2,199794.26,3961,50.74
"Freddie Gibbs, Madlib",1,199175.0,3500,56.91
Max Amini,2,198903.4,2963,69.47
Wale,3,198564.5,4641,35.66
Gipsy Kings feat. Nicolas Reyes,2,198268.11,2520,78.7
Waterparks,3,196550.0,5081,37.4
The Magnetic Fields,2,196516.5,3067,64.07
Roberto Tapia,1,196412.5,2134,92.04
Steve Earle,5,195786.18,3721,52.8
Bachman-Turner Overdrive,2,195731.72,2824,70.28
Boiler Room,2,195462.54,4342,44.65
Raye,4,195147.61,5235,38.76
Lupita D'Alessio,1,193553.0,1978,97.85
"Joey Fatone, AJ McLean",2,193522.0,2979,66.96
Kenny Wayne Shepherd,2,193475.0,2847,66.26
Holly Humberstone,8,192808.15,7713,25.31
Faye Webster,3,192294.0,4906,41.93
NOFX,1,191747.07,3400,56.4
Jake Shane,4,190394.0,5101,37.45
Keith Barry,8,189196.83,4526,41.13
Chiquis,3,188487.0,3384,64.83
Stephanie Miller,6,187937.05,3690,51.35
Jamie Cullum,3,187850.33,3286,56.09
David Kushner,3,187673.4,5570,34.18
BashfortheWorld,10,187472.2,6315,28.81
"""Whose Live Anyway?""",2,187453.5,2825,66.26
Prateek Kuhad,4,187090.35,4836,37.39
Lola Young,12,187068.21,7894,24.4
Drew Holcomb &amp; The Neighbors,1,186435.0,3779,49.33
The Japanese House,2,185886.05,4800,36.42
Ke Personajes,3,185718.43,5309,35.59
Sarah Silverman,2,185575.75,3011,60.47
"""A Bronx Tale"" starring Chazz Palminteri",2,185529.5,2138,86.78
"""Galway Summer Sessions"", Two Door Cinema Club",1,184925.99,3378,54.74
Blossoms,3,184871.17,4150,45.15
Matteo Bocelli,2,184049.39,3377,57.98
Bridget Everett,1,183862.83,2641,69.62
The 9AM Banger,1,183570.0,3641,50.42
Bacilos,3,183557.88,5183,36.06
Kacey Musgraves,1,183335.94,3197,57.35
Asking Alexandria,4,182673.0,5135,35.26
"""Wild O'Fest""",1,182037.24,3381,53.84
Frank Turner &amp; The Sleeping Souls,5,181893.75,4696,39.76
Danny Brown,6,181039.77,5822,30.86
Tim Minchin,2,179441.5,3209,56.2
Engelbert Humperdinck,2,178244.5,2726,67.58
Portugal. The Man,3,177802.5,4216,42.32
Vacations,5,177512.66,5683,31.65
Poolside,5,177458.22,4638,39.25
Saint Motel,6,176990.4,6341,27.77
"""Peppa Pig Live""",1,176459.01,5990,29.46
"""Boni's Dance Studio""",1,175680.0,5856,30.0
Destroy Lonely,1,173667.0,3346,51.9
Morrissey,1,173350.0,1892,91.62
"""Galway Summer Sessions"", The Waterboys",1,173243.51,2649,65.4
Bad Religion,1,172285.0,3537,48.71
Kem,1,171808.0,1701,101.0
Jeezy,3,171761.8,3287,51.7
Woosung,1,171357.93,3042,56.33
Trippie Redd,2,171012.5,4224,40.53
Charles Wesley Godwin,2,170341.75,4075,41.02
Mk.gee,4,170088.0,5427,29.14
Gregory Porter,1,168644.0,1912,88.2
"""Fairytale of New York""",4,168372.59,4181,40.27
Back to the Eighties Show with Jessie's Girl,3,168319.6,4308,38.94
Julian Marley &amp; The Uprising,1,167956.54,3292,51.02
Elvis Costello &amp; The Imposters,1,167270.5,1959,85.39
Michael Jackson Sinfonico,1,167173.32,4167,40.12
Los Mesoneros,1,166974.29,5475,30.5
Kim Petras,2,165660.3,4458,37.5
"""Hollywood Black Comedy Festival""",1,164946.85,2277,72.44
Reneé Rapp,2,163680.44,4157,39.98
Trey Anastasio,1,163384.0,2461,66.39
Voyage - Celebrating the Music of Journey,3,162660.6,4406,37.05
Tasha Cobbs Leonard,1,162501.0,2834,57.34
Trombone Shorty &amp; Orleans Avenue,1,161651.5,3140,51.48
Nacho Vegas,1,161226.43,3558,45.31
"""Marvel Universe Live!""",1,161187.43,8343,19.32
"Cody Jinks, Jason Boland &amp; The Stragglers",1,160700.0,2296,69.99
"""Bely y Beto""",1,160600.59,2029,79.15
UB40,1,160544.0,4329,37.09
Jesse McCartney,3,160290.55,3964,39.69
Jim Jefferies,1,160220.0,2040,78.54
Jack Savoretti,1,160022.73,2583,61.95
Badflower,5,159729.5,4310,36.81
Dulce,1,159172.93,2942,54.1
Grace Potter,2,159049.0,2596,60.65
"""Wheel of Fortune - The Live Tour""",3,159043.0,3115,55.71
Jon Stewart,1,158974.0,2174,73.13
Deirdre O'Kane,4,158467.38,5148,30.8
"""Comedy Bang! Bang!""",2,157988.2,2887,54.8
Barry Can't Swim,2,157903.62,4700,30.49
Rainbow Kitten Surprise,1,157887.0,3935,40.12
Modi,2,157113.35,2138,73.48
Behemoth,1,156576.57,3258,48.06
Nas,1,156425.59,1619,96.62
ABC,1,156266.95,1926,81.14
