Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
Karl Denson's Tiny Universe,1,7586.2,2500,3.03
The People Brothers Band,1,7585.0,353,21.49
Pentire,2,7531.91,393,19.5
Jane Weaver,1,7514.88,224,33.55
Jamie Woon,1,7458.69,205,36.38
Schur,2,7352.18,450,16.13
The Rare Occasions,1,7345.0,331,22.19
Smells Like Nirvana - A Trib. to Nirvana,1,7340.0,347,21.15
Drugdealer,1,7296.0,262,27.85
Full Of Hell,1,7221.14,184,39.25
After The Last Waltz,2,7213.83,236,30.57
Carter Faith,1,7196.0,399,18.04
Charlie Parr,1,7135.0,317,22.51
Slomosa,1,7125.0,285,25.0
"Rain City Drive, Honey Revenge",1,7108.32,214,33.22
Paul Draper,1,7063.94,209,33.8
Byrne's Night,1,7054.86,300,23.52
Eric Hutchinson,1,7034.4,229,30.72
Mamas Gun,1,6959.35,233,29.87
Sanguisugabogg,1,6918.0,324,21.35
Rock the 90s,1,6900.0,460,15.0
ReBirth Brass Band,1,6802.0,213,31.93
49th &amp; Main,1,6801.66,288,23.62
House Of Heavy,1,6779.0,331,20.48
Harbour,1,6774.0,276,24.54
The Clause,2,6739.82,304,21.92
Born of Osiris,1,6724.43,350,19.21
Hyphen,1,6670.48,330,20.21
"""It's a 2000s Party""",1,6655.0,318,20.93
Marmozets,1,6653.02,300,22.18
"""K-Pop Demon Ravers""",1,6630.0,375,17.68
Infinity Song,1,6577.0,244,26.95
Dan Deacon,1,6570.0,258,25.47
Craig Finn,1,6512.54,163,39.95
Fulton Lee,1,6467.5,195,33.17
Kawaii Rave,1,6428.0,345,18.63
Turtle Smash ,1,6415.0,301,21.31
Roger O'Sullivan,2,6406.4,229,29.41
Sixteen Candles,1,6367.0,286,22.26
Struggle Jennings,1,6358.0,265,23.99
Creed Fisher,1,6341.7,204,31.09
Chris Watson,1,6315.14,210,30.07
Jake Worthington,2,6271.0,221,28.08
Bad Bad Hats,1,6250.0,273,22.89
RJD2,1,6250.0,250,25.0
"""K Pop Demon Hunters Dance Party""",1,6248.0,396,15.78
Jack Wharff,1,6228.56,265,23.5
Shemekia Copeland,1,6187.8,217,28.52
Mystery Skulls,1,6177.08,204,30.28
Chasing Abbey,1,6142.95,300,20.48
SWIM SCHOOL,1,6082.54,300,20.28
Tyler Ballgame,1,6068.53,300,20.23
Die Spitz,1,6067.66,300,20.23
Jamie McIntyre,1,6053.51,300,20.18
The Cost,1,6026.12,241,25.0
Dylan Marlowe,1,6000.0,230,26.09
Low Fidelity All-Stars,1,5962.45,180,33.12
Paul Chowdhry,1,5948.5,172,34.58
Bayker Blankenship,1,5938.0,356,16.68
Marlon Funaki,1,5921.87,219,27.04
Nonpoint,1,5920.0,172,34.42
Saba,1,5913.39,188,31.45
Armor For Sleep,1,5849.5,187,31.28
Skizzy Mars,2,5823.0,224,26.37
Arcy Drive,1,5804.9,259,22.41
Mercy Girl,1,5774.38,330,17.5
INJI,1,5760.7,284,20.28
"""Best Song Ever: 1D Night""",1,5735.0,286,20.05
Then Jerico,1,5712.06,162,35.26
The Molotovs,1,5693.52,300,18.98
Club 90's: 2000's Night,1,5693.0,249,22.86
Party Cannon,1,5605.47,192,29.2
Mihali,1,5585.0,215,25.98
MT Jones,1,5549.97,249,22.29
Better Joy,2,5489.92,317,18.63
Klangkarussell,1,5459.76,165,33.09
Basht.,1,5426.74,300,18.09
Big Richard,1,5415.0,256,21.15
Slipknowt,1,5396.03,230,23.46
Rum.Gold,1,5394.0,243,22.2
Eddie 9V,1,5377.46,283,19.0
Westside Cowboy,1,5336.06,300,17.79
The Big Payback,1,5255.0,240,21.9
Wes Banderson,1,5203.98,173,30.08
Tom Davis,1,5194.16,147,35.33
Peter Flanagan,1,5112.26,151,33.86
Obituary,1,5094.7,163,31.26
Dusty Slay,1,5085.0,145,35.07
The Band Of Heathens,1,5029.4,217,23.18
Night Moves,1,5025.0,270,18.61
NoSo,1,5002.12,284,17.61
Sister Madds,1,4951.58,300,16.51
Kids Table,1,4915.0,254,19.35
"""Gimme Gimme Disco""",2,4876.0,265,18.52
Lupercalia,1,4869.1,300,16.23
Dave Lofts,1,4865.97,300,16.22
The Wran,1,4857.72,264,18.4
Esme Emerson,1,4843.34,255,18.99
ALLT,1,4803.5,265,18.13
Calum Bowie,1,4800.57,209,22.97
Cardinals,1,4765.32,300,15.88
Mike Joyce,1,4764.93,153,31.14
"Hush Now, Sweet Halo",1,4725.0,363,13.02
DeathbyRomy,1,4703.2,230,20.45
Lo Rays,1,4690.55,279,16.81
The Nude Party,1,4680.9,227,20.62
Bob Schneider,1,4632.0,166,27.9
Yumi Zouma,1,4593.73,196,23.44
Dr. Zhivegas,1,4590.0,201,22.84
"""WI Blues Fest""",1,4575.0,202,22.65
Miguel Gane,1,4558.52,220,20.72
Clay Street Unit,1,4514.0,241,18.73
Lords Of The Trident,1,4475.0,263,17.02
The Guest List,1,4347.61,216,20.13
Electric Six,1,4341.8,227,19.13
"""2000's Rave""",1,4316.0,223,19.35
Henry Diltz (Photographer),1,4307.5,131,32.88
Cruz Beckham,1,4240.03,263,16.12
Jackie Venson,1,4218.0,223,18.91
Youth Code,1,4214.78,121,34.83
Arts Fishing Club,1,4204.6,189,22.25
Kerr Mercer,1,4175.58,442,9.45
Pork Tornadoes,1,4175.0,197,21.19
The Kissers,1,4160.0,188,22.13
Black Honey,1,4159.34,168,24.76
Phat Phunktion,1,4145.0,177,23.42
The Rosadocs,1,4105.11,244,16.82
Houses In Motion,1,4105.0,325,12.63
Ciaran Moran,1,4084.11,193,21.16
Nasser Al-Rayess,1,4045.64,150,26.97
"""Evolution of a Snake"" Podcast",1,4019.01,161,24.96
Powfu,1,4005.0,196,20.43
"Granny Shot, Friend Request",1,4003.0,259,15.46
Abuse Your Illusion: Guns N' Roses Tribute,1,3996.35,121,33.03
Howling Bells,1,3991.78,168,23.76
Papercut Peach,1,3987.01,184,21.67
Landon Conrath,1,3923.8,248,15.82
Killowen,2,3915.11,196,19.97
Futurebirds,1,3903.0,153,25.51
The Upshot,1,3887.77,144,27.0
Mdou Moctar,1,3813.0,144,26.48
Left Lane Cruiser,1,3811.0,192,19.85
"""Still Not Okay Tour""",1,3801.0,163,23.32
Stomptown Brass,1,3794.81,175,21.68
The Stunning,1,3728.64,121,30.82
The Loving Cup,1,3720.0,209,17.8
Wytchwound,1,3709.54,228,16.27
Giovanni Smokes,1,3694.39,130,28.42
The East Pointers,1,3679.28,146,25.2
Rocket,1,3659.79,166,22.05
Wintersleep,1,3625.31,198,18.31
"""Weird Ireland"" Podcast",1,3614.98,119,30.38
The Ultimate Garth Brooks Experience,1,3605.95,123,29.32
The Kay Brothers,1,3603.0,172,20.95
Man Of Moon,1,3597.73,155,23.21
The Bros. Landreth,1,3589.81,135,26.59
Jordan Ward,1,3578.3,143,25.02
Drake Milligan,1,3565.0,164,21.74
Probably Stella,1,3536.41,211,16.76
Ellur,1,3533.73,185,19.1
Mixed Signals,1,3512.89,196,17.92
High Parasite,1,3510.22,122,28.77
Jack Van Cleaf,2,3507.43,151,23.21
LaMP,1,3501.0,158,22.16
Twen,1,3491.74,202,17.29
The Deslondes,1,3485.0,167,20.87
The Spine Stealers,1,3465.0,191,18.14
Titus Andronicus,1,3450.0,166,20.78
"""Gary Knowledge Presents: Madtown Nights""",1,3425.4,162,21.14
Monster Florence,1,3343.72,175,19.11
Stone,1,3340.11,166,20.12
"""King Tut's New Year's Revolution"", Stratus",1,3332.11,183,18.21
Abbie Gordon,1,3332.11,199,16.74
Pert Near Sandstone,1,3320.0,149,22.28
The Jack Wharff Band,1,3270.0,160,20.44
Nick Hexum,1,3222.4,117,27.54
French Police,1,3185.49,143,22.28
Jessica Baio,1,3175.36,137,23.18
KLOANS,1,3152.62,175,18.01
Touch Of Trey - Phish &amp; Grateful Dead Trib.,1,3110.0,138,22.54
The Terrys,1,3040.5,132,23.03
Midrift,1,3023.48,139,21.75
Oscar Blue,1,3003.76,125,24.03
"""Justin Bieber Night""",1,2977.16,175,17.01
Tom A. Smith,1,2963.04,164,18.07
Return To Dust,1,2942.5,129,22.81
The Balancing Act,1,2791.91,148,18.86
Greek Tragedy,1,2748.55,163,16.86
Jeffrey Martin,1,2730.07,99,27.58
Joe Jordan,1,2720.0,127,21.42
Ashley Kutcher,1,2685.0,131,20.5
"""Off Campus Night""",1,2676.0,143,18.71
Beaux,1,2654.35,150,17.7
SWIM,1,2641.47,129,20.48
Leftöver Crack,1,2630.0,124,21.21
Not Quite Brothers,1,2625.0,168,15.63
Robert Finley,1,2623.85,80,32.8
Smile Empty Soul,1,2615.0,163,16.04
Overpass,1,2611.67,129,20.25
Creating.A.Movement,1,2611.0,162,16.12
Kylie Morgan,1,2610.0,101,25.84
Moon Walker,1,2605.0,128,20.35
Califone,1,2559.5,116,22.06
Ist Ist,1,2558.26,104,24.6
Grieves,1,2555.0,122,20.94
The Bones Of J.R. Jones,1,2555.0,123,20.77
Tsatsamis,1,2550.48,125,20.4
DJay Mando,1,2550.0,142,17.96
Joseph Huber,1,2535.0,151,16.79
Booshle G.,1,2526.04,94,26.87
Florry,1,2511.55,112,22.42
Church Of Cash,1,2495.0,118,21.14
Maude Latour,1,2482.84,127,19.55
Croíthe,1,2480.86,169,14.68
Theo Bleak,1,2452.61,120,20.44
Florence Black,1,2450.93,75,32.68
Mae Simpson,1,2422.5,109,22.22
Lizzie Reid,1,2417.85,141,17.15
Dèyyess,1,2409.02,129,18.67
Callum Stewart,1,2389.26,129,18.52
Nieve Ella,1,2345.78,100,23.46
Eddie And The Getaway,1,2340.0,116,20.17
William Elliott Whitmore,1,2339.72,120,19.5
Miki Berenyi Trio,1,2310.12,82,28.17
Eve Christina,1,2251.88,120,18.77
Ryan Harris,1,2239.32,74,30.26
Heavy Lungs,1,2204.98,107,20.61
Electric Dreamwalkers,1,2189.16,129,16.97
The Droptines,1,2185.0,133,16.43
The Brothers Allmanac - Allman Brothers Trib.,1,2180.0,128,17.03
Tom Rowley,1,2158.9,88,24.53
The Pale White,1,2143.9,100,21.44
Olive Jones,1,2109.79,105,20.09
The Drive,1,2097.25,155,13.53
Hot Like Mars,1,2095.0,116,18.06
The Hooten Hallers,1,2085.0,124,16.81
Crystal Tides,1,2041.26,103,19.82
"""myspace nite""",1,2015.0,136,14.82
"""Sapphic Factory""",1,2012.0,126,15.97
Scustin,1,2005.75,104,19.29
Johnnyswim,1,1988.23,59,33.7
Alex Spencer,1,1979.4,100,19.79
Hotel Mira,1,1917.06,128,14.98
Martha May &amp; The Mondays,1,1900.54,129,14.73
Hottt Probs,1,1875.0,125,15.0
Shifter,1,1874.85,11,170.44
Ricky Chilton,1,1873.72,158,11.86
Genevieve Heyward,1,1839.0,120,15.33
Pallbearer,1,1834.0,70,26.2
Sophia Stel,1,1786.49,88,20.3
Late Night Getaway Drivers,1,1784.3,108,16.52
heavyskint,1,1732.26,100,17.32
Jaboukie Young-White,1,1729.79,45,38.44
"""Summer Camp: On the Road""",2,1710.0,171,10.0
Iann Brennan &amp; The Echoes,1,1662.97,110,15.12
The Cardinal Summer,1,1641.0,122,13.45
Hayden Calnin,1,1578.99,58,27.22
King Tut's Ha Ha Hut,1,1541.74,61,25.27
Maicín,1,1501.36,90,16.68
"""Disco, Always: A Harry Styles Dance Night""",1,1485.0,94,15.8
Jade Helliwell,1,1473.88,54,27.29
The Porch Flowers,1,1470.0,111,13.24
Tyler Halverson,1,1457.72,103,14.15
John R. Miller,1,1454.97,60,24.25
Cal in Red,1,1453.68,87,16.71
Logan Crosby,1,1445.0,95,15.21
Fall From Grace,1,1441.75,89,16.2
Adam Burke,1,1427.83,50,28.56
dexter in the newsagent,1,1409.56,63,22.37
Conor Byrne,1,1405.46,70,20.08
Ellise,1,1371.0,54,25.39
MOULD,2,1346.06,76,17.71
Kenan Flannery,1,1325.62,75,17.67
Sei Green,1,1305.24,80,16.32
Christopher MacArthur-Boyd,1,1299.83,53,24.53
Black Foxxes,1,1294.38,69,18.76
Charlie Noordewier,2,1253.86,75,16.93
Tom Hingley,1,1250.24,61,20.5
ALKY,1,1225.16,90,13.61
Issue,2,1222.04,112,10.92
"Wayne ""The Train"" Hancock",1,1160.0,54,21.48
Nick Thune,1,1093.3,41,26.67
Quiet Man,3,1055.71,78,13.55
Olöf Arnalds,1,1055.48,129,8.18
The Survivalist,1,990.76,43,23.04
Niamh McCrystal,1,975.99,44,22.18
Bit Brigade,1,970.0,56,17.32
Elle Coves,1,955.59,49,19.5
Ben Lapidus,1,947.0,38,24.92
Jack Cullen,1,910.75,46,19.8
Congratulations,1,902.98,53,17.04
Colin Graham,1,900.33,44,20.46
Knives,1,887.5,46,19.29
thistle.,1,827.58,46,17.99
Ed Bassmaster,1,821.81,40,20.55
Legss,1,819.63,45,18.21
Susie Mccabe,1,806.02,28,28.79
Spanish Horses,1,804.53,48,16.76
Pentagram,1,795.42,20,39.77
RIP Magic,1,782.92,48,16.31
GA-20,1,771.0,50,15.42
pyncher,1,762.75,47,16.23
Kelsey Waldon,1,715.0,41,17.44
Bloodworm,1,714.77,40,17.87
Disgusting Sisters	,1,705.27,49,14.39
Amythyst Kiah,1,689.41,23,29.97
Pozzy,1,688.85,35,19.68
"""Wisecrack Live!""",1,679.59,25,27.18
GRESLEY,2,594.04,31,18.77
Eric Rushton,1,572.23,24,23.84
Alana Jackson,1,540.69,21,25.75
Shay O'Dowd,1,536.23,29,18.49
Mac Saturn,1,505.0,30,16.83
Clover County,1,494.88,40,12.37
Snug,1,457.26,42,10.89
Slag,1,419.66,28,14.99
EMMMA,1,401.96,21,19.14
Canned Pineapple,1,394.69,24,16.45
Jacoozy,1,390.0,26,15.0
Fiona O'Connell,1,385.86,20,19.29
Mountain Boy ,1,279.77,17,16.46
Voka Gentle,1,252.66,17,14.86
