Headliner,Count,Total_Gross,Tickets_Sold,Avg_Ticket_Price
Marisela,1,595220.0,5695,104.52
"""Trinity College Ball""",1,594776.54,5904,100.74
Cheap Trick,7,594037.65,8830,67.26
Trippie Redd,1,592049.0,9904,59.78
Jordan Davis,4,591846.81,14933,39.78
Anthony Hamilton,2,590294.0,5322,109.76
Bring Me The Horizon,1,588701.08,11429,51.51
"""Night Of The Jumps""",1,587764.34,6000,97.96
Los Bunkers,3,584880.67,12955,46.07
Kim Hyun Joong,3,584316.06,5535,106.93
Simple Plan,3,582046.98,13119,43.68
Don Broco,2,581977.71,11533,46.83
Donny Osmond,4,579750.55,6713,85.24
Jimmy Carr,4,572614.58,11106,52.14
Jo Koy,2,571423.25,7048,85.76
Marcus King,10,570615.98,14820,35.75
Camilo Séptimo,1,569588.02,17168,33.18
The Used,5,569319.52,12041,46.24
Lil Yachty,5,567034.5,11448,50.36
Gipsy Kings feat. Nicolas Reyes,2,566024.0,6254,85.26
Rickey Smiley,5,565818.0,9800,57.57
Crowded House,3,565711.5,7809,73.45
Tash Sultana,6,557371.32,12830,44.57
$uicideboy$,2,557208.08,10587,53.24
Taylor Tomlinson,1,556946.75,8367,66.56
Lil Wayne,2,555117.0,4868,114.09
Joe Russo's Almost Dead,3,553817.0,9848,57.45
Bicep,1,546977.63,10302,53.09
Motionless In White,3,546063.27,11170,48.4
"""Cabaret Le Cirque""",4,541235.0,10910,48.94
Limp Bizkit,1,538517.08,9648,55.82
Jhayco,2,534209.42,13460,39.46
Ben Folds,5,533847.0,8144,67.15
"""The Overlap Live""",1,532611.82,8514,62.56
Pancho Barraza,1,530169.0,5948,89.13
The Black Keys,1,526200.32,8987,58.55
Nimesh Patel,6,523383.8,12130,42.38
Anthony Rodia,6,521441.5,6910,74.91
RADWIMPS,2,519173.24,9622,51.24
Interpol,3,519126.99,11126,44.48
"""Cirque Musica Holiday Spectacular""",5,519027.0,8374,64.34
Alter Bridge,6,517881.1,9826,52.6
Gojira,2,517176.71,12432,41.04
Hank Williams Jr.,1,514935.0,14222,36.21
Goth Babe,7,514586.5,15300,31.66
Beret,1,510147.21,7757,65.77
Tony Toni Toné! - The Legacy Continues,1,508899.5,5642,90.2
Kevin Gates,2,505687.5,9355,53.68
La India Yuridia,1,505246.0,5219,96.81
Matute,2,504043.45,6695,82.88
Brit Floyd,7,503794.42,9567,52.67
"Allman Betts Family Revival, The Allman Betts Band",4,502378.64,7850,63.42
Styx,3,501685.0,7575,68.14
Joesef,3,500025.38,3255,98.24
Shahram Shabpareh,1,499650.0,5559,89.88
Young Fathers,6,498507.07,15602,33.03
MANIA - The ABBA Tribute	,12,497726.3,11274,45.31
Big Head Todd &amp; The Monsters,5,497671.33,10775,45.89
Jessie Murph,20,496632.46,19871,22.88
Maria Becerra,2,492607.61,8301,59.19
Sarah Silverman,4,491293.9,6427,78.46
Lila Downs,1,490288.5,9353,52.42
The Glorious Sons,3,489543.28,11023,43.02
Patti LaBelle,2,486953.5,4393,111.36
Smokey Robinson,2,485726.0,3595,153.38
Nate Bargatze,1,485605.7,5759,84.32
Lil Durk,1,484485.0,6516,74.35
Chase Atlantic,3,483929.48,13088,36.39
Joaquin Sabina,1,483117.0,3486,138.59
Playboi Carti,1,482046.71,4246,113.53
Regina Spektor,3,481686.0,9193,52.7
Natalie Merchant,4,480080.9,7957,60.53
The Avett Brothers,2,477617.5,8775,56.44
Ben Schwartz,2,476525.0,9532,48.8
Marca MP,4,476480.4,8415,60.17
Ice Cube,2,476092.0,6406,78.24
Icehouse,1,475508.88,6446,73.77
"""Mix 104.1 Deck The Hall Ball"", Jelly Roll",1,475364.0,5849,81.27
Cavetown,3,472372.89,12596,36.24
El Cuarteto de Nos,1,471853.79,10033,47.03
White Lies,3,471583.64,11255,42.43
"The Used, Pierce The Veil",2,471211.0,7200,65.44
"Gojira, Mastodon",3,468511.55,10234,45.25
"Cirque Dreams ""Holidaze""",5,463495.75,9006,52.04
Mariachi Vargas De Tecalitlan,3,458256.0,5270,87.97
OneRepublic,1,455464.98,6307,72.22
Mr. Bungle,4,453196.0,9072,49.28
Babasónicos,1,449653.81,14269,31.51
"grandson, K.Flay",12,449348.84,15475,30.52
Sticky Fingers ,2,448672.16,11646,38.2
Tove Lo,4,445528.43,9496,44.2
"""The Price Is Right - Live""",4,444761.0,8786,51.94
Devo,1,442852.0,5511,80.36
Blondie,1,440977.34,6836,64.51
Sabor Es Polanco,1,440743.15,4195,105.06
America,3,440526.0,5946,76.54
The Blaze,1,439015.35,7981,55.01
My Morning Jacket,2,438690.02,9281,47.56
Wu-Tang Clan,1,438059.5,4201,104.28
Deon Cole,3,437634.0,7372,58.38
Aitana,1,435901.13,8091,53.87
Kountry Wayne,6,433726.8,9629,46.19
Frank Turner &amp; The Sleeping Souls,5,431704.49,9942,41.01
Killer Queen Feat. Patrick Myers,4,431598.57,13656,31.65
"""Outlaw Music Festival""",1,430307.0,5697,75.53
Kaytramine,1,427666.0,5522,77.45
"""Vassar Fair""",1,423984.01,6592,64.32
Caamp,2,423978.28,5970,70.46
Gary Allan,4,423413.0,6498,66.97
Nadiya Bychkova &amp; Kai Widdrington,15,423201.87,8363,50.49
Blackberry Smoke,5,422743.67,8593,45.94
"Trombone Shorty &amp; Orleans Avenue, Ziggy Marley",2,420022.5,6093,68.91
The Cult,5,418856.05,6273,67.01
In This Moment,2,418616.31,7659,54.02
George Lopez,2,417753.0,6674,64.15
The Snuts,1,416723.1,8000,52.09
Snow Tha Product,9,415471.95,14583,28.42
"""Reggae Fest Blaze""",2,413275.0,7398,55.86
"""Premios ESLAND""",1,412428.83,9097,45.34
Stavros Halkias,2,411595.0,9194,47.24
Eden Muñoz,4,411303.0,6953,59.61
Ángela Aguilar,3,409769.2,5551,70.48
Anjelah Johnson-Reyes,3,408961.0,6813,61.31
Dream Theater,2,406639.37,6004,68.18
Vance Joy,2,406523.64,7739,50.23
Frankie Valli and the Four Seasons,2,404745.4,6260,64.47
Foals,1,402912.31,7829,51.46
Moenia,1,399912.55,9352,42.76
Kayzo,1,399243.0,6093,65.52
Manowar,1,397993.06,6872,57.92
"""Girls Gotta Eat"" - Live Podcast",3,397763.8,9013,44.14
Ari Lennox,3,397090.5,7526,52.74
J.I.D.,4,397087.75,8677,45.6
Róisín Murphy,2,396630.25,6989,58.46
Atif Aslam,1,396540.8,2900,136.74
Mocedades,3,395775.3,12017,35.43
Nicki Nicole,1,395613.92,7915,49.98
Jimmy Eat World,3,394315.0,9323,43.09
Lupita D'Alessio,1,391904.5,4707,83.26
"Lamb of God, Parkway Drive",1,389301.65,10091,38.58
Juanes,1,388555.24,9340,41.6
Dean Lewis,8,388466.75,15159,26.4
Andres Calamaro,3,387727.2,7023,53.71
"Colin Jost, Michael Che",1,386395.0,5472,70.61
"""Sad Summer Festival""",2,384992.0,7469,52.48
Sylvan Esso,4,384768.0,8759,40.71
Get The Led Out,7,384720.15,10721,36.37
Josh Turner,3,384691.0,6481,59.87
Japanese Breakfast,1,384419.5,5898,65.18
Reneé Rapp,2,383640.5,8169,46.53
"Papa Roach, Falling In Reverse",1,382236.5,7280,52.51
Three Dog Night,5,381834.41,6245,56.57
Ryan Adams &amp; The Cardinals,4,378179.66,5135,82.58
ZZ Top,2,377274.0,4756,81.04
Home Free,8,375471.72,7180,53.52
Engelbert Humperdinck,4,374265.21,5821,67.71
Marko,1,371122.08,7583,48.94
Danny Ocean,3,369206.5,6026,59.34
The Darkness,4,366567.1,8298,44.25
Nach,3,366455.82,8495,41.59
Kesha,3,366426.0,5397,68.66
Black Jacket Symphony,10,365992.9,11499,31.51
Royal Blood,4,365126.45,7603,48.1
Bonnie Raitt,2,364164.38,5051,70.22
Gracie Abrams,3,364107.98,9686,33.1
Amanda Marshall,5,363435.65,7267,50.01
"Earth, Wind &amp; Fire",1,362044.0,2229,162.42
Tate McRae,2,361388.0,9532,38.03
The Art Laboe Connection,1,360214.43,5184,69.49
Jorge Drexler,1,360170.82,9355,38.5
Jack Whitehall,4,359551.5,7804,46.9
LP,4,358778.68,7169,46.6
ZHU,3,356226.0,7604,45.69
"Theory of a Deadman, Skillet",3,356067.0,7773,46.0
Sleaford Mods,3,353477.28,10388,33.55
Soft Cell,1,353373.71,6610,53.46
Deadmau5,1,353344.06,5805,60.87
Jools Holland &amp; His Rhythm &amp; Blues Orchestra,2,350861.62,5095,67.46
EDEN,8,350402.19,11117,31.6
"""Blippi On Tour""",4,347704.5,7907,44.28
Manchester Orchestra,2,346796.0,6713,48.74
Porter,1,344973.9,10228,33.73
Belle and Sebastian,6,344702.65,8073,37.68
Eric Nam,3,342732.5,5951,55.16
Gregory Alan Isakov,4,342721.09,7340,44.48
La Gusana Ciega,1,341888.4,9933,34.42
Grand Funk Railroad,4,340811.53,4479,76.0
Shakey Graves,3,337694.5,7870,42.46
"""Freestyle Explosion""",1,337353.5,5063,66.63
The Streets,4,336267.22,5854,57.76
Emperor,2,334748.99,4373,76.1
The View,4,332116.38,8925,37.21
Little Jesus,1,331964.15,9366,35.44
Kem,1,331746.0,2900,114.4
Esteman,3,331634.31,10747,12.91
Daryl Hall,2,331361.0,3182,104.04
Deus,4,329412.9,7715,42.7
Mt. Joy,3,328715.48,8051,35.59
Elvis Costello,2,328387.0,3518,92.86
Kevin Kaarl,7,327443.0,9967,32.75
"""9th Street Summerfest""",3,324126.5,7509,43.28
Cody Jinks,1,324107.0,5194,62.4
Ben Howard,2,323562.87,5757,56.28
Penn &amp; Teller,2,322710.0,4949,64.5
Bad Omens,5,322024.5,8837,37.21
BOYS LIKE GIRLS,4,321895.72,7745,41.48
Latin Mafia,1,321811.3,8181,39.34
"""Mrs Brown's Boys""",1,321145.05,6737,47.67
"Skid Row, Buckcherry",6,319546.28,8474,38.95
For King &amp; Country,1,317807.68,9106,34.9
Sabrina Carpenter,4,317630.06,8676,35.64
Jamey Johnson,1,316104.0,7724,40.92
"The Temptations, The Four Tops",2,315440.0,4042,77.04
Bob Dylan,1,315239.32,2886,109.23
The Head and the Heart,2,313208.5,5644,53.51
Tyrese,1,313032.0,3801,82.36
McFly,3,312737.25,6218,50.23
Switchfoot,5,311402.0,6896,44.97
Esther Perel,1,311072.61,3245,95.86
Coheed and Cambria,3,310267.39,6866,42.8
Jason Isbell &amp; The 400 Unit,2,309532.5,4686,71.35
Sexyy Red,1,309481.0,7202,42.97
Clutch,4,309452.49,7176,42.66
Lorna Shore,8,309059.84,10141,30.62
Elderbrook,8,308124.23,9714,27.11
Flogging Molly,5,306906.04,7382,41.27
Maisie Peters,5,306694.87,8766,34.11
Allison,2,306529.9,14193,26.83
Cliff Richard,1,304905.89,2858,106.69
The Les Claypool Frog Brigade,3,304405.85,5167,59.12
Wolfe Tones,4,299927.19,7540,39.48
Ludacris,1,298971.0,3838,77.9
Julieta Venegas,1,297562.24,5891,50.51
Jesse Cook,10,296719.5,5460,53.2
The Fab Four - The Ultimate Tribute,8,296303.75,6203,48.19
Nickel Creek,3,295345.5,4980,59.55
Jungle,3,295219.24,12390,31.48
The O'Jays,2,294907.4,3456,87.83
Stick Figure,1,292988.0,8000,36.62
Mo Gilligan,2,292667.02,7796,39.11
Bad Gyal,1,291085.51,5504,52.89
"""I Love Dance Festival""",1,290778.24,6780,42.89
The Kooks,1,288373.59,5901,48.87
Black Stone Cherry,4,287103.16,7019,36.04
The Roots,2,285985.34,3583,80.26
Travis Tritt,3,285551.0,5387,55.16
Aitch,1,283951.09,6233,45.56
"Adrian Uribe, Adal Ramones",2,283914.43,4799,56.19
Cannons,6,283823.4,9765,29.28
jxdn,12,282342.93,9761,29.15
Mike DelGuidice,5,282108.95,8627,32.7
Il Divo,3,281368.25,3410,85.48
The Breeders,2,279012.0,6171,45.01
Paty Cantu,2,278608.14,6165,45.18
Austin TV,2,277779.34,7110,37.36
"Heaven Shall Burn, Trivium",5,275997.04,7538,36.62
"""UBEAT LIVE""",1,275200.14,4421,62.25
Umphrey's McGee,2,274357.0,4264,58.44
El Kanka,1,274139.76,5916,46.34
Hayley Kiyoko,6,273438.11,7191,37.41
Lewis Black,5,272025.1,5447,50.61
KARD,2,271314.0,2892,93.1
Siavash Ghomayshi,1,270993.0,2582,104.95
Nmixx,2,269677.0,2799,97.28
CIX,3,269544.8,3571,81.87
The Rasmus,1,269453.58,7605,35.43
Bad Friends,2,268781.0,5230,51.44
Extreme,4,268702.0,6365,43.06
David Spade,1,268692.13,3269,82.19
Dark Star Orchestra,3,268291.0,6262,45.86
Kimberly Loaiza,1,267466.44,6707,39.88
Saint Motel,8,267436.14,9926,27.09
Hello Seahorse!,1,266631.46,2763,96.5
Ryan Castro,1,265654.79,4194,63.34
"""Remind GNP""",1,265026.91,15252,17.38
The Band Camino,3,263469.25,7020,37.5
Sarah Millican,3,263070.96,5355,47.59
CMAT,2,262686.47,8218,28.72
Steve Vai,2,261645.88,5398,48.3
Yacht Rock Revue,3,261270.6,6646,39.55
PJ Harvey,2,260910.74,3161,82.54
Sammy Hagar and The Circle,1,260602.0,2297,113.45
Paul Smith,3,260107.9,7490,34.73
Jim Breuer,4,257867.4,4164,61.82
Lyle Lovett,2,257509.5,3378,75.68
Teddy Swims,3,256547.96,6109,41.02
First Aid Kit,2,255153.27,5268,48.9
Two Door Cinema Club,2,255113.39,7534,23.04
Beartooth,2,255065.25,7868,31.35
The Struts,5,254349.0,6342,39.24
Charles Ans,1,254265.55,6447,39.44
Alemán,1,253831.39,6277,40.44
Pete Davidson,3,253658.6,2856,88.42
Sofi Tukker,1,253341.79,5888,43.03
Kase O,4,253204.4,6862,38.89
"""Gimme Gimme Disco""",11,252932.0,10016,21.15
Boyz II Men,1,252468.0,2836,89.02
Evanescence,1,250883.67,3109,80.7
"""Live For Liberty""",1,250276.0,2670,93.74
Zeds Dead,2,249734.0,5451,40.98
Jim Jefferies,2,248120.83,4761,55.94
Gabrielle (UK),5,247837.29,5530,46.76
Dance Gavin Dance,3,247663.5,6426,39.32
The Gaslight Anthem,4,246823.11,5600,42.18
Aleks Syntek,2,246745.77,5223,49.28
Warren Zeiders,4,246222.25,6452,35.13
Love of Lesbian,6,245967.03,5472,45.92
"Lamb of God, Kreator",1,245739.51,5568,44.13
Deep Purple,2,244996.0,2013,122.42
Andrew Dice Clay,3,243420.0,2978,81.46
Block Rockin Beats,1,243330.93,4467,54.47
Brandon Lake,1,243202.0,5442,44.69
"""Flashback Funk Fest""",1,242513.0,3040,79.77
Roberto Tapia,1,241880.5,3258,74.24
The Courteeners,2,241752.84,5550,43.56
Edgardo Nuñez,1,241587.5,2306,104.76
Tim Allen,1,240940.25,2246,107.28
SWV,1,239283.05,2900,82.51
Nelly,1,238987.0,2197,108.78
Alice In Chains,1,238875.0,4018,59.45
Band Of Horses,1,238687.5,4685,50.95
"""The Masquerade by Clapto""",1,238676.75,4796,49.77
Death Cab For Cutie,2,238199.75,4248,55.6
Texas,1,237596.01,3637,65.33
Carlos Ballarta,4,236520.37,6110,39.89
Rina Sawayama,2,234848.11,5067,41.72
El Recodo,1,234543.77,34492,6.8
Puscifer,3,233154.95,4563,50.2
Bastille,1,232701.55,4258,54.65
The Driver Era,1,232701.0,3557,65.42
The Teskey Brothers,3,231800.05,6418,36.05
Spacey Jane,2,231397.3,1850,117.52
Underoath,4,228425.2,5429,42.09
Chvrches,2,228184.49,5561,39.46
Odisseo,2,227865.83,6095,37.39
Jinkx Monsoon,2,227815.0,4125,62.11
Killer Mike,5,226777.6,5677,39.36
Chuu,3,225937.6,2446,94.32
EELS,4,225422.27,5392,39.83
"""Anjunabeats Showcase""",1,224450.0,3500,64.13
Parkway Drive,2,223032.39,5005,42.96
Voyage - Celebrating the Music of Journey,4,222675.95,6696,33.17
Stiff Little Fingers,2,222518.13,4427,45.44
Bebe Rexha,2,222401.94,4591,46.98
Blue October,5,222313.51,4376,48.09
Dane Cook,2,221336.0,2091,105.72
Aly &amp; AJ ,2,221312.5,5725,39.9
Ted Nugent,1,220645.0,5773,38.22
Three Days Grace,1,219907.0,4975,44.2
Ice Nine Kills,1,219896.0,3489,63.03
Rodrigo y Gabriela,2,219147.88,3803,55.75
Kathleen Madigan,3,218210.0,4194,52.79
Dr. Neil deGrasse Tyson,1,217646.0,3117,69.83
Russell Dickerson,2,217117.06,5771,36.55
Russell Peters,1,216501.0,2683,80.69
Randy Rainbow,2,216362.0,3318,69.49
"""Disney Junior Live""",2,214841.95,4922,46.51
Dr. Andrew Huberman,1,214640.0,3489,61.52
"Smino, J.I.D.",2,214481.0,4297,50.92
Billy &amp; The Kids,1,214349.0,3500,61.24
Matteo Bocelli,2,213592.9,2775,81.31
Christine And The Queens,2,212373.66,4442,46.44
Spiritbox,4,212028.14,6533,32.67
Guster,3,211626.5,4200,45.56
Larry June,6,211319.94,5544,36.8
Earthquake,2,211277.0,3021,63.98
Tiffany Haddish,2,209639.5,2867,80.54
Kasabian,2,209255.77,3315,63.21
ERNEST,3,208095.0,5857,35.48
Hot Tuna,1,207594.5,2169,95.71
Ben Rector,2,207264.0,3943,51.3
Toto,2,207212.0,2982,69.98
Ana Bárbara,1,206578.0,2434,84.87
Cuco,2,205132.74,4693,43.84
Suede,2,204769.27,3926,51.28
KT Tunstall,4,204261.73,5156,39.01
STS9,1,200263.5,2433,82.31
Collective Soul,3,200070.7,3817,52.79
Jessica Audiffred,1,198839.18,4253,46.75
The Mountain Goats,2,198623.74,4357,47.06
Scarface,1,198558.0,2330,85.22
Mimi Webb,3,197190.52,6404,32.13
Trivium,4,196315.3,4952,40.87
Trixie Mattel,1,195383.0,3491,55.97
Sam Morril,2,195258.75,4622,45.68
Taylor Dayne,1,194914.0,4984,39.11
Jhay Cortez,1,194593.71,4800,40.54
James Blake,2,194057.41,3941,49.32
Niki,1,194034.0,3698,52.47
Tig Notaro,2,193751.5,3358,57.7
Lauren Spencer Smith,4,192792.38,6196,34.6
"""Professional Fighters League""",1,191734.93,3612,53.08
Lyle Lovett &amp; His Large Band,2,191006.0,2308,84.35
Ximena Sarinana,4,190989.05,4746,40.25
Rema,2,190907.0,3425,55.32
Pink Martini,1,190675.0,2181,87.43
Los Cafres,2,190667.64,5133,38.21
Loyle Carner,2,190386.65,6494,29.42
Kansas,1,188595.94,2361,79.88
Big Thief,2,187120.0,4637,40.42
Rebelution,1,186460.0,3500,53.27
"""Worship Live Holiday Tour""",1,186300.5,2454,75.92
Los Mesoneros,2,185563.8,5429,33.61
Lake Street Dive,2,184700.5,3831,49.36
"Alex Ubago, Jose Maria",3,184561.5,4540,45.47
Nathaniel Rateliff,1,184269.0,2222,82.93
"""Game Grumps Live""",4,183993.11,4265,43.76
Brothers Osborne,1,183657.5,3350,54.82
Lovejoy,4,183297.56,6840,25.65
The Scratch,3,183011.55,5378,33.83
Highly Suspect,3,181532.86,4604,35.76
T-Pain,1,181065.0,3630,49.88
"Kreator, Testament",1,180706.54,3468,52.11
Matteo Lane,1,180118.0,3510,51.32
Quevedo,1,180000.11,3444,52.26
James Martin,2,179911.88,3807,48.22
Corey Holcomb,1,179905.0,3553,50.63
Reik,1,179593.0,1934,92.86
The Yummy Mouths,4,179428.55,7644,23.48
"Donnie Iris &amp; The Cruisers, The Vindys ",1,179245.76,3882,46.17
Static-X,4,179123.5,5173,35.11
Loossemble,2,178601.0,1562,114.76
Greensky Bluegrass,2,176234.25,4854,37.46
Joan Jett &amp; The Blackhearts,1,175752.0,2455,71.59
"""70's Soul Jam""",1,175314.8,3374,51.96
The Charlatans,1,174912.92,3800,46.03
"""Nashville""",1,173212.5,2348,73.77
Norah Jones,2,173159.36,2606,66.39
Adekunle Gold,4,170870.25,4565,36.79
Billy Porter,2,170678.0,2057,78.0
"How Did This Get Made? w/ Paul Scheer, Jason Mantzoukas, June Diane Raphael",1,170673.0,2576,66.26
George Clinton and Parliament Funkadelic ,2,169881.5,3400,48.86
Billy Ocean,1,169603.24,2872,59.05
"""A GRAMMY Salute To 50 Years Of Hip-Hop""",1,169546.85,1586,106.9
Akon,1,168602.3,2425,69.53
So Good! The Neil Diamond Experience,5,168202.5,3305,50.05
Jenny Lewis,1,165471.0,3513,47.1
Helloween,1,164775.0,2658,61.99
The Front Bottoms,2,164600.89,4118,41.6
Bishop Briggs,1,163484.0,3356,48.71
Porter Robinson,1,162596.17,3642,44.64
The Amity Affliction,1,161593.11,3716,43.49
San Holo,1,161447.0,5184,31.14
Anthony Jeselnik,2,160723.78,2138,75.18
The Beaches,3,160673.89,5671,28.29
Reyno,1,160418.36,6273,25.57
Casting Crowns,1,159907.8,2865,55.81
Ilana Glazer,3,159215.7,3945,40.46
"""A Bronx Tale"" starring Chazz Palminteri",2,158164.08,1966,80.35
"""Bored Teachers Comedy Tour""",4,157950.8,3884,35.2
Half Alive,4,157615.53,4965,35.17
Pesado,1,157061.0,1767,88.89
Orus,1,156939.19,3934,39.89
Razorlight,3,155484.36,4270,36.77
Flo Rida,1,155415.0,1556,99.88
Staind,1,155053.0,2934,52.85
Cory Wong,2,154727.0,3932,38.75
Jerry Cantrell,2,154253.16,2362,65.31
"Hawthorne Heights, Armor For Sleep",7,154174.0,5385,28.52
George Thorogood &amp; The Destroyers,2,153215.7,2400,63.23
Ian Munsick,2,153132.5,3961,34.64
Chico Bean,2,153128.0,4171,36.88
Rex Orange County,1,152621.17,2869,53.2
Ellie Goulding,2,152341.26,3561,42.76
"""Champions of Magic""",2,152049.85,3647,41.68
Shane Gillis,2,152015.0,3207,47.45
Chris Botti,2,150354.45,1738,87.62
Indigo Girls,2,150354.0,2592,58.01
Stephen Sanchez,2,149667.48,3946,37.93
Brett Young,1,149183.0,2668,55.92
The Rocket Man Show - Elton John Tribute Show feat. Rus Anderson,2,148844.95,2439,61.64
Bones,3,148747.87,3960,38.09
Loona,1,148719.0,1370,108.55
Victoria Monèt,2,148351.0,3745,40.82
Bill Bellamy,2,147441.0,3726,42.52
"""Invasion Del Corrido""",1,147160.0,1537,95.74
"""Spencer &amp; Vogue - Podcast""",2,147035.34,3542,41.51
Ocean Colour Scene,1,146626.4,3221,45.52
Blues Traveler,2,146333.0,3148,50.38
The Marshall Tucker Band,2,145967.5,3002,51.13
All Them Witches,2,145622.5,3395,42.9
Mana Moana,1,145564.7,6318,23.04
Morgan Wade,5,145480.57,5212,27.95
Almost Queen - Trib. To Queen,2,145465.0,3890,42.2
Regalame Esta Noche,1,145331.49,1211,120.01
"""Pod Meets World""",2,144852.0,2898,49.94
Beach Bunny,1,144560.0,3500,41.3
The Swell Season,1,144206.5,2227,64.75
A R I Z O N A,3,144159.5,4178,34.28
Robleis,1,143670.0,2168,66.27
JPEGMafia,1,143631.5,3455,41.57
Waterparks,2,142831.9,4236,33.48
Jay Leno,1,142443.2,1500,94.96
Gerardo Coronel,1,140722.0,1894,74.3
Bill O'Reilly,1,140186.05,1069,131.14
"""On Your Feet!""",1,139597.0,2395,58.29
Gerry Dee,4,139293.07,3179,43.56
"Hermanos de Leche - Adrián Marcelo &amp; Ivan Fematt ""La Mole""",1,138861.21,2533,54.82
Matt and Kim,5,138600.0,4425,31.93
Manuel Carrasco,3,137899.01,3673,44.99
Lit Killah,2,137135.99,3587,42.26
Johnny Mathis,1,136975.0,1210,113.2
The Backseat Lovers,3,135945.06,3640,30.81
Local Natives,1,135710.0,2846,47.68
Tom Odell,1,135256.01,2708,49.95
Thee Sacred Souls,6,134824.88,5257,26.74
Anastacia,1,133820.02,1744,76.73
Jake Owen,1,133595.0,3201,41.74
Wilco,2,132992.91,2240,58.75
Karan Aujla,1,132877.75,2369,56.09
Triggerfinger,2,131870.48,3832,34.42
$NOT,3,131756.66,4223,31.72
Fitz and The Tantrums,2,131581.65,3432,38.86
Deorro,2,131493.22,5163,27.79
Father John Misty,1,131457.24,3627,36.24
Fatboy Slim,1,131137.53,2950,44.45
Jocko Willink,1,130839.5,1491,87.75
City and Colour,2,130431.01,2900,46.2
Nile Rodgers &amp; CHIC,1,130200.06,1854,70.23
"""All Elite Wrestling""",1,129953.77,2883,45.08
Bijan Mortazavi,1,129650.0,1535,84.46
Ella Mai,1,129180.0,3000,43.06
Frankie Boyle,2,128863.79,3743,34.36
Armor For Sleep,4,127784.1,4844,26.87
Jess Hilarious,1,126957.0,2454,51.73
Tab Benoit,5,126777.25,3164,41.39
Little River Band,2,126321.0,1828,69.18
Chris Young,1,125646.0,1817,69.15
"Andrew Santino, Bobby Lee",1,125345.0,2802,44.73
"Anthrax, Black Label Society",1,125320.5,2121,59.09
Ledisi,1,124452.0,1833,67.9
Skinny Puppy,2,124387.25,3356,37.11
Lauren Jauregui,1,124291.66,2584,48.1
La Adictiva,1,124021.75,1903,65.17
Daughtry,1,123764.4,1069,115.78
Daniela Spalla,1,123566.22,3023,40.88
Bonobo,1,123473.75,2709,45.58
BABYMETAL,1,122565.17,1977,62.0
"J.I.D., Smino",1,122560.0,2425,50.54
Franz Ferdinand,1,122272.97,2504,48.83
Dave Stewart,2,121550.8,1876,66.34
Freya Ridings,3,121471.75,3005,44.05
Halestorm,1,121416.68,1964,61.82
Sarah Brightman,1,121211.17,1100,110.19
Steve Treviño,2,120933.9,2344,52.71
Iration,2,119789.75,3363,35.92
Fisher,1,119190.0,2828,42.15
Billy Currington,1,118786.25,2198,54.04
Ramon Ayala Jr.,1,118751.0,1433,82.87
Metric,2,118563.13,2738,41.44
Princess,1,118383.5,2738,43.24
Clint Black,1,118291.75,1721,68.73
Wynonna Judd,1,118054.0,1563,75.53
Corey Taylor,2,117838.5,2732,43.05
Trace Adkins,1,116707.0,2476,47.14
Sam Ryder,3,116689.63,3913,30.53
Band-Maid,2,116315.42,2444,48.38
Joe Gatto,2,116314.97,2111,55.29
John Malkovich,1,115741.0,1767,65.5
Adal Ramones,1,115165.25,1939,59.39
Dustin Lynch,1,114770.0,1540,74.53
Gogol Bordello,3,114682.53,3074,38.01
Ben Portsmouth,2,114584.35,2401,47.72
Tesla,1,114074.0,1820,62.68
Andres Obregon,1,113988.32,3028,37.64
Midnight Generation,2,113769.52,4570,24.94
Joshua Bassett,3,113483.72,3607,31.6
Daði Freyr,2,113242.98,4087,28.48
The Temptations,1,112815.0,1625,69.42
"Black Veil Brides, VV",2,112732.71,2313,48.7
Queen Extravaganza - Trib. to Queen,2,112526.59,2851,40.12
"Carlos Cuevas, Ricardo Caballero",1,112199.17,2726,41.16
311,1,112199.0,1304,86.04
Old 97's,3,111177.0,2914,31.55
Matt Maeson,2,111164.03,2920,32.34
Bloo,1,111115.79,1185,93.77
MC Davo,1,110962.08,3011,36.85
"""The Happy Together Tour"", The Turtles feat. Flo &amp; Eddie",1,110850.0,1820,60.91
"Rob Lamberti ""George Michael Relived""",2,110767.71,2260,49.31
Jesse &amp; Joy,1,110720.0,1663,66.58
"The Psychedelic Furs, Squeeze",1,110498.5,1399,78.98
Black Box Revelation,2,110302.15,3868,28.52
Weyes Blood,1,109629.82,2173,50.45
Chase Rice,1,109412.0,1834,59.66
Brian Setzer's Rockabilly Riot!,1,108910.0,1441,75.58
Darren Criss,2,108747.59,2048,53.12
Pecos &amp; The Rooftops,7,108313.5,4869,22.27
FKJ,1,108185.45,1757,61.57
Nitty Gritty Dirt Band,2,108077.25,2160,54.88
Wallows,2,108041.82,2809,38.93
Alvvays,3,107266.35,4837,22.2
El Mato A Un Policia Motorizado,2,106997.0,3745,27.64
Arlo Parks,2,106844.0,3415,31.46
El Tri,2,106727.0,1453,73.34
"""Ten Man Jam""",1,105939.0,4770,22.21
"Disney ""Encanto - The Sing Along Film Concert""",2,105655.88,2443,39.61
Houndmouth,5,105276.5,4173,25.26
"Beartooth, Trivium",2,105093.0,2485,41.93
Salute to Vienna,1,104775.14,2042,51.31
Little Joe y La Familia,2,104324.0,2288,47.4
Little Simz,1,104020.85,2538,40.99
